Business_id,top1,top2,top3
wHvhLj3aTaVgD27PdC6lIw,41 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality
wJ84TZZTuT0EdLzPHt8RDw,"65 % are talking about other attributes like waiting time, price, ambience and cleanliness.",24 % of the reviews are talking about the Service,10 % of the reviews are talking about the food quality
wKgbqx6FsFiDQyoICGfawg,40 % of the reviews are talking about the Service,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
wOfoU-QWGudP8kmBDNwQnA,42 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness."
wOk2b8zUHWylJOd6FtNsRw,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality
wU0xpxKJ0lf7Z28BitkUTA,36 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness."
wZ3MABp8WcSHfZrlEQa5dw,45 % of the reviews are talking about the Service,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality
w_7VFr4bZiTl65HWEf0SVQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service
wet6_cWTbT8ZqXzdjK_aEw,37 % of the reviews are talking about the food quality,"37 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service
whBcqr34XSx2NmWAYRp1Tg,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
whTqmbE6OzlJUhm_vMtKqw,55 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
wonQ-ZsUKzCMF9Er3uGF8A,"55 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,11 % of the reviews are talking about the food quality
wpStZsQ3yKudY92DRq-mOA,60 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
wqfoHSoMYvANu9_Vz7GJzg,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
wrRxFrnUucvR4dlG6Q9fKA,"62 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality,18 % of the reviews are talking about the Service
x8Sp-h-oR5WdzoG5WEsHnQ,46 % of the reviews are talking about the food quality,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the Service
xBwE7uIx-yN-n4OpNeAaDQ,"62 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service,12 % of the reviews are talking about the food quality
xDHuJaOQ5HqaLP0zgpJD9w,54 % of the reviews are talking about the Service,27 % of the reviews are talking about the food quality,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
xEpIUFKBHgnq3pXVaxNg3g,60 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
xJxfGReFZqZ1DDppESxMVA,50 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
xKtiqBEmHT4TGzyL0SMgGA,75 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
xMAmUPdDgYGWf6oNTLF3tw,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service
xQkYCap-n_ZB5c-1BvUnuw,40 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the Service
xRhO5lLaKbxG0IRHwYIc5w,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
xWRp672qCJX_RhAhCV50eA,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
xbvTeG1L1kxusGVTe1WikQ,"53 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the Service,15 % of the reviews are talking about the food quality
xceERetY6Q9Pu_BQ32xpeA,"62 % are talking about other attributes like waiting time, price, ambience and cleanliness.",21 % of the reviews are talking about the food quality,15 % of the reviews are talking about the Service
xphMonhn4PxoflUjgE_RXg,66 % of the reviews are talking about the Service,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness.",11 % of the reviews are talking about the food quality
xpmlQcgvRcIdBch7GbMu6w,36 % of the reviews are talking about the Service,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the food quality
xrXly1uXxChGkUUwak4xOg,42 % of the reviews are talking about the Service,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the food quality
xvrkd0c5E7sl9KuY-IMHIA,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
xyzzHABOymqZWiCAy4bCNw,"52 % are talking about other attributes like waiting time, price, ambience and cleanliness.",26 % of the reviews are talking about the food quality,21 % of the reviews are talking about the Service
y2e1DgIUBlERep7hrKz2-w,41 % of the reviews are talking about the Service,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the food quality
y4jOgvovJ8JX3yRSzu7yUg,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
y6Daer5X-Uv11AZL0SuyHg,50 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
yA6dKNm_zl1ucZCnwW8ZCg,42 % of the reviews are talking about the food quality,34 % of the reviews are talking about the Service,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness."
yH83tf58E9jrME5U4HGAMg,36 % of the reviews are talking about the food quality,36 % of the reviews are talking about the Service,"26 % are talking about other attributes like waiting time, price, ambience and cleanliness."
yIJuo-bYlcEvzJZUVFXblQ,42 % of the reviews are talking about the Service,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the food quality
yJLxYFLB0W94yvDsVL2sbg,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service
yTKJW4g7o41wIi961WgYPA,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
yXLNyvE7fZPqXEfDx6BmEQ,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
